,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,161.45320749282837,0.41292380432948433,1.4654953857821882,0.4617207480208648,0.7920436381074168,1.1700315437739408,0.5708069620253164,0.8691653481012658
1,1.0,151.45169758796692,0.38734449510988983,1.0796227334710338,0.6131353899645988,0.8862971547314579,0.9389718816250185,0.6670292721518988,0.9099090189873418
2,2.0,148.77354168891907,0.3804949915317623,0.9178975465352578,0.6713515026185214,0.9128596547314578,0.8276469616950313,0.7019382911392406,0.9292919303797469
3,3.0,156.5343372821808,0.4003435736117156,0.8037864724388513,0.7145740089514067,0.9301670396419437,0.7453085489665405,0.7364517405063291,0.942939082278481
4,4.0,156.4395477771759,0.40010114521016854,0.7146948625517013,0.7476062978929876,0.9421155690537084,0.6378851638564581,0.7738330696202531,0.9539161392405063
5,5.0,158.43291068077087,0.40519926005312246,0.640699284918168,0.7762707801121275,0.9517822890025576,0.6225037325786639,0.7838212025316456,0.9597507911392406
6,6.0,161.0422739982605,0.4118728235249629,0.5793189991770498,0.7985214194678285,0.9585717710997442,0.5245579545256458,0.8223892405063291,0.966376582278481
7,7.0,148.2117133140564,0.37905809031727977,0.5302645144865031,0.8139625958469517,0.9650855179028133,0.4719449896601182,0.8368275316455697,0.971123417721519
8,8.0,148.31053948402405,0.3793108426701382,0.486438493975593,0.8282328964499257,0.9696451406649617,0.481475197910508,0.836629746835443,0.9717167721518988
9,9.0,148.2488133907318,0.3791529754238665,0.44892738458445614,0.8423633311715577,0.9736373081841432,0.4501328072215937,0.8446400316455697,0.9773536392405063
10,10.0,149.24724078178406,0.38170649816313057,0.4142133939601576,0.8560062340458335,0.9771619245524297,0.41562576120412803,0.8549248417721519,0.9767602848101266
11,11.0,156.21410965919495,0.39952457713349093,0.38917526400760005,0.8632472826696723,0.9790840792838874,0.4073930662361127,0.862440664556962,0.9760680379746836
12,12.0,151.40081882476807,0.38721437039582624,0.36514324856841046,0.8724704284192352,0.9801630434782608,0.3893471705385401,0.8662974683544303,0.9810126582278481
13,13.0,147.06186723709106,0.3761173075117418,0.34439765237024067,0.8789162404092071,0.9814458120204604,0.356808561690246,0.8761867088607594,0.981309335443038
14,14.0,147.17089700698853,0.37639615602810367,0.32077008752566777,0.8874800191510974,0.9850943094629157,0.37463773824746094,0.8694620253164557,0.9808148734177216
15,15.0,147.42808508872986,0.37705392605813265,0.3008663010071306,0.8939458119594837,0.9867687020460358,0.3861077271307571,0.8713409810126582,0.979628164556962
16,16.0,147.96464490890503,0.37842620181305636,0.2865330237714226,0.9000879155705347,0.9873401534526854,0.3658223397369626,0.8786590189873418,0.9822982594936709
17,17.0,147.5723955631256,0.37742300655530847,0.27111995170640824,0.9036604859639922,0.9894701086956522,0.34280738423142254,0.8888449367088608,0.9842761075949367
18,18.0,147.37842059135437,0.37692690688325925,0.2529311703751459,0.910210198148742,0.9893901854219949,0.3361497838285905,0.8868670886075949,0.9837816455696202
19,19.0,147.31244921684265,0.3767581821402625,0.23389401189658954,0.9179347826696723,0.9917279411764706,0.3468719074337543,0.8880537974683544,0.9831882911392406
20,20.0,147.28866910934448,0.3766973634510089,0.22533370773581898,0.9197650256059359,0.9915561061381074,0.37265041847772234,0.882120253164557,0.983682753164557
21,21.0,147.22119855880737,0.37652480449822856,0.21246052674396568,0.925419597217189,0.9931265984654731,0.36633666972570783,0.8864715189873418,0.9824960443037974
22,22.0,149.38999843597412,0.3820716072531307,0.19500704241149566,0.9320092710387676,0.9940337276214835,0.3496375234349619,0.8908227848101266,0.9842761075949367
23,23.0,147.57265377044678,0.37742366693208895,0.19354645191403605,0.9304547634575983,0.9944053708439897,0.34946723640719546,0.8893393987341772,0.9835838607594937
24,24.0,149.75808548927307,0.38301300636642727,0.174262392122651,0.9379595588235294,0.9945732097186701,0.36792596778537656,0.8900316455696202,0.9844738924050633
